mentee_subjects,mentee_topics,mentee_competencies,mentee_availability,mentee_difficulty_level,mentee_year_level,mentor_role,mentor_subjects,mentor_topics,mentor_competencies,mentor_availability,mentor_years_experience,mentor_teaching_experience_years,mentor_expertise_level,mentor_year_level,target_score
"Introduction to Computing, Computer Programming","History & Hardware Evolution, Operating Systems & Architecture, Modular Programming, Data Structures, Control Structures","Computing Generations, Processor Architecture, Process Management, OS Fundamentals, Variable Scope & Lifetime, Basic Sorting Algorithms","Tue|10:00-12:00, Thu|15:00-17:00, Mon|09:00-11:00",2,1,Instructor,"Introduction to Computing, Computer Programming","History & Hardware Evolution, Control Structures, Data Structures","Computing Generations, Memory & Storage Types, Iteration Patterns, 1D/2D Manipulation, Linear/Binary Searching","Sat|09:00-11:00, Mon|09:00-11:00, Wed|13:00-15:00, Thu|15:00-17:00",14,4,4,4,0.6779
"Introduction to Computing, IT Fundamentals","Computer Networks Basics, Operating Systems & Architecture, Client-Side Scripting","Network Topologies, File Systems & Permissions, JavaScript Syntax","Mon|09:00-11:00, Wed|13:00-15:00, Tue|10:00-12:00",5,1,Senior IT Student,"Introduction to Computing, IT Fundamentals","Operating Systems & Architecture, History & Hardware Evolution, Web Styling","Process Management, OS Fundamentals, Computing Generations, Memory & Storage Types, Box Model","Fri|18:00-20:00, Mon|09:00-11:00, Tue|10:00-12:00",3,3,3,3,0.5083
IT Fundamentals,"Web Styling, Client-Side Scripting, Web Markup","CSS Selectors, Box Model, JavaScript Syntax, DOM Manipulation, Media & Tables","Thu|15:00-17:00, Tue|10:00-12:00, Fri|18:00-20:00",3,1,Senior IT Student,"IT Fundamentals, Intro to Human Computer Interaction","Client-Side Scripting, Web Markup, Interaction Design & Cognitive Models, HCI Principles & Guidelines, User Research & Behavioral Mapping","DOM Manipulation, Event Listeners, Media & Tables, Forms & Inputs, Interaction Design Frameworks, Human Information Processing","Thu|15:00-17:00, Tue|10:00-12:00, Wed|13:00-15:00",1,0,5,4,0.4348
"IT Fundamentals, Introduction to Computing","Web Styling, Operating Systems & Architecture, Digital Logic & Data Representation, Computer Networks Basics","Box Model, Responsive Layouts, Process Management, Data Encoding (ASCII/Unicode), Network Topologies, Client-Server Architecture","Thu|15:00-17:00, Wed|13:00-15:00, Fri|18:00-20:00",5,1,Senior IT Student,"IT Fundamentals, Introduction to Computing","Web Styling, Web Markup, Digital Logic & Data Representation, Computer Networks Basics","Responsive Layouts, Flexbox & Grid, Media & Tables, Forms & Inputs, Data Encoding (ASCII/Unicode), Boolean Logic Gates","Sat|09:00-11:00, Thu|15:00-17:00, Wed|13:00-15:00",1,1,4,3,0.6745
"Intro to Human Computer Interaction, IT Fundamentals","Interaction Design & Cognitive Models, Web Styling, Client-Side Scripting, Web Markup","Human Information Processing, Flexbox & Grid, JavaScript Syntax, HTML5 Semantic Elements, Forms & Inputs","Thu|15:00-17:00, Tue|10:00-12:00, Sat|09:00-11:00",2,1,Senior IT Student,"Intro to Human Computer Interaction, IT Fundamentals","HCI Principles & Guidelines, Interaction Design & Cognitive Models, Client-Side Scripting","HCI Principles & Paradigms, Interaction Design Frameworks, Human Information Processing, DOM Manipulation","Wed|13:00-15:00, Mon|09:00-11:00",2,1,4,4,0.5567
"Computer Programming, Introduction to Computing","Data Structures, Debugging & Execution, Computer Networks Basics, Operating Systems & Architecture, History & Hardware Evolution","Basic Sorting Algorithms, Logic Troubleshooting, Console Debugging Techniques, OSI Model Layers, Network Topologies, File Systems & Permissions","Tue|10:00-12:00, Wed|13:00-15:00",3,1,Instructor,"Introduction to Computing, IT Fundamentals","Digital Logic & Data Representation, Client-Side Scripting","Binary/Octal/Hex Conversions, Data Encoding (ASCII/Unicode), JavaScript Syntax, DOM Manipulation","Tue|10:00-12:00, Wed|13:00-15:00, Fri|18:00-20:00",13,4,5,4,0.2871
"Introduction to Computing, Computer Programming","Digital Logic & Data Representation, History & Hardware Evolution, Control Structures, Modular Programming, Data Structures","Data Encoding (ASCII/Unicode), Binary/Octal/Hex Conversions, Computing Generations, Processor Architecture, Loop Control, Function Definitions","Fri|18:00-20:00, Thu|15:00-17:00, Sat|09:00-11:00, Mon|09:00-11:00",4,1,Instructor,"Introduction to Computing, Computer Programming","Operating Systems & Architecture, Computer Networks Basics, Modular Programming, Debugging & Execution","File Systems & Permissions, Client-Server Architecture, OSI Model Layers, Function Definitions, Variable Scope & Lifetime, Console Debugging Techniques","Sat|09:00-11:00, Mon|09:00-11:00, Tue|10:00-12:00",8,7,3,4,0.5405
Intro to Human Computer Interaction,"HCI Principles & Guidelines, Prototyping & UI Tooling","HCI Principles & Paradigms, System Prototype Proposal, Figma UI Design, Design System & Components","Fri|18:00-20:00, Wed|13:00-15:00",3,1,Instructor,"Intro to Human Computer Interaction, IT Fundamentals","User Research & Behavioral Mapping, Client-Side Scripting, Web Styling","Customer Journey Mapping, User Research & Analysis, Event Listeners, Flexbox & Grid","Mon|09:00-11:00, Fri|18:00-20:00, Thu|15:00-17:00, Sat|09:00-11:00",4,4,3,4,0.3088
Intro to Human Computer Interaction,"User Research & Behavioral Mapping, High-Fidelity Design & Documentation","User Flow Diagrams, User Research & Analysis, High-Fidelity Prototyping, Design Systems Documentation","Wed|13:00-15:00, Mon|09:00-11:00, Tue|10:00-12:00",4,1,Instructor,Intro to Human Computer Interaction,"HCI Principles & Guidelines, User Research & Behavioral Mapping, Prototyping & UI Tooling","Guideline Categories of HCI, System Prototype Proposal, User Research & Analysis, Design System & Components, Wireframe Sketching","Mon|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",12,10,5,4,0.6266
Introduction to Computing,"Computer Networks Basics, History & Hardware Evolution","OSI Model Layers, Network Topologies, Memory & Storage Types, Computing Generations","Thu|15:00-17:00, Tue|10:00-12:00, Wed|13:00-15:00, Fri|18:00-20:00",2,1,Senior IT Student,"Introduction to Computing, Computer Programming","Computer Networks Basics, Operating Systems & Architecture, Modular Programming, Control Structures, Debugging & Execution","Network Topologies, Client-Server Architecture, OS Fundamentals, Variable Scope & Lifetime, Parameters & Return Values, Iteration Patterns","Wed|13:00-15:00, Fri|18:00-20:00, Thu|15:00-17:00, Tue|10:00-12:00",3,2,3,4,0.4202
"Computer Programming, Intro to Human Computer Interaction","Debugging & Execution, Control Structures, Modular Programming, High-Fidelity Design & Documentation, User Research & Behavioral Mapping","Logic Troubleshooting, Console Debugging Techniques, Iteration Patterns, Variable Scope & Lifetime, High-Fidelity Prototyping, Customer Journey Mapping","Wed|13:00-15:00, Thu|15:00-17:00, Fri|18:00-20:00",2,1,Instructor,"Intro to Human Computer Interaction, Computer Programming","User Research & Behavioral Mapping, Data Structures, Debugging & Execution, Control Structures","User Research & Analysis, Customer Journey Mapping, Basic Sorting Algorithms, Syntax Errors, Iteration Patterns","Thu|15:00-17:00, Fri|18:00-20:00, Sat|09:00-11:00, Tue|10:00-12:00",5,3,5,4,0.6587
"IT Fundamentals, Computer Programming","Web Markup, Client-Side Scripting, Debugging & Execution, Data Structures","Media & Tables, Forms & Inputs, DOM Manipulation, Syntax Errors, Console Debugging Techniques, Linear/Binary Searching","Fri|18:00-20:00, Wed|13:00-15:00",4,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction","Command Line & Web Infra, Web Styling, Client-Side Scripting, High-Fidelity Design & Documentation, HCI Principles & Guidelines, User Research & Behavioral Mapping","HTTP Request Methods, Box Model, Event Listeners, High-Fidelity Prototyping, Design Systems Documentation, HCI Principles & Paradigms","Sat|09:00-11:00, Thu|15:00-17:00, Mon|09:00-11:00, Tue|10:00-12:00",14,11,3,4,0.2473
"Computer Programming, Introduction to Computing","Modular Programming, Debugging & Execution, Digital Logic & Data Representation, Computer Networks Basics","Function Definitions, Console Debugging Techniques, Syntax Errors, Binary/Octal/Hex Conversions, Client-Server Architecture","Thu|15:00-17:00, Tue|10:00-12:00, Sat|09:00-11:00",3,1,Instructor,"Computer Programming, Introduction to Computing","Data Structures, History & Hardware Evolution, Operating Systems & Architecture, Digital Logic & Data Representation","Array Creation, Basic Sorting Algorithms, Processor Architecture, Computing Generations, Process Management, OS Fundamentals","Fri|18:00-20:00, Sat|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",14,2,5,4,0.5524
"Introduction to Computing, Computer Programming","Computer Networks Basics, Digital Logic & Data Representation, Control Structures, Modular Programming, Debugging & Execution","Network Topologies, Boolean Logic Gates, Conditional Logic, Iteration Patterns, Function Definitions, Syntax Errors","Mon|09:00-11:00, Wed|13:00-15:00, Sat|09:00-11:00",4,1,Instructor,"Introduction to Computing, Computer Programming","Operating Systems & Architecture, Computer Networks Basics, Control Structures, Debugging & Execution, Modular Programming","Process Management, File Systems & Permissions, Client-Server Architecture, OSI Model Layers, Loop Control, Iteration Patterns","Fri|18:00-20:00, Mon|09:00-11:00, Wed|13:00-15:00",14,4,5,4,0.6917
"Intro to Human Computer Interaction, IT Fundamentals","User Research & Behavioral Mapping, Interaction Design & Cognitive Models, Web Styling, Web Markup, Client-Side Scripting","User Research & Analysis, Human Information Processing, Interaction Design Frameworks, Box Model, Flexbox & Grid, Forms & Inputs","Sat|09:00-11:00, Fri|18:00-20:00, Thu|15:00-17:00",4,1,Senior IT Student,"Intro to Human Computer Interaction, Computer Programming","User Research & Behavioral Mapping, High-Fidelity Design & Documentation, Interaction Design & Cognitive Models, Data Structures, Debugging & Execution","User Flow Diagrams, User Research & Analysis, High-Fidelity Prototyping, Design Systems Documentation, Interaction Design Frameworks, Human Information Processing","Tue|10:00-12:00, Sat|09:00-11:00",2,1,4,3,0.3625
Computer Programming,"Data Structures, Debugging & Execution, Control Structures","Array Creation, 1D/2D Manipulation, Logic Troubleshooting, Loop Control","Fri|18:00-20:00, Sat|09:00-11:00, Tue|10:00-12:00",3,1,Instructor,"Computer Programming, IT Fundamentals","Debugging & Execution, Control Structures, Modular Programming, Web Styling","Console Debugging Techniques, Logic Troubleshooting, Iteration Patterns, Variable Scope & Lifetime, CSS Selectors, Responsive Layouts","Thu|15:00-17:00, Sat|09:00-11:00, Mon|09:00-11:00, Wed|13:00-15:00",6,6,4,4,0.4333
IT Fundamentals,"Web Markup, Command Line & Web Infra, Web Styling","Forms & Inputs, Domain Name System (DNS), CSS Selectors","Fri|18:00-20:00, Tue|10:00-12:00, Thu|15:00-17:00, Sat|09:00-11:00",4,1,Instructor,"Intro to Human Computer Interaction, IT Fundamentals","High-Fidelity Design & Documentation, Client-Side Scripting, Web Styling","High-Fidelity Prototyping, Design Systems Documentation, DOM Manipulation, Flexbox & Grid, Responsive Layouts","Wed|13:00-15:00, Sat|09:00-11:00",7,6,5,4,0.3446
"Intro to Human Computer Interaction, Introduction to Computing","Prototyping & UI Tooling, Computer Networks Basics, Digital Logic & Data Representation, History & Hardware Evolution","Figma UI Design, Network Topologies, Data Encoding (ASCII/Unicode), Boolean Logic Gates, Processor Architecture","Sat|09:00-11:00, Fri|18:00-20:00, Tue|10:00-12:00",3,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing","User Research & Behavioral Mapping, High-Fidelity Design & Documentation, Prototyping & UI Tooling, Digital Logic & Data Representation, History & Hardware Evolution","User Research & Analysis, Customer Journey Mapping, High-Fidelity Prototyping, Wireframe Sketching, Design System & Components, Boolean Logic Gates","Fri|18:00-20:00, Sat|09:00-11:00, Thu|15:00-17:00",6,4,5,4,0.6355
"IT Fundamentals, Introduction to Computing","Client-Side Scripting, Command Line & Web Infra, Computer Networks Basics, Digital Logic & Data Representation, History & Hardware Evolution","Event Listeners, DOM Manipulation, Domain Name System (DNS), HTTP Request Methods, Network Topologies, OSI Model Layers","Sat|09:00-11:00, Tue|10:00-12:00, Thu|15:00-17:00",3,1,Instructor,"IT Fundamentals, Computer Programming","Web Markup, Web Styling, Debugging & Execution, Data Structures, Control Structures","Forms & Inputs, Media & Tables, Box Model, Syntax Errors, Linear/Binary Searching, Iteration Patterns","Sat|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00, Fri|18:00-20:00",3,3,5,4,0.3111
"Introduction to Computing, Intro to Human Computer Interaction","Operating Systems & Architecture, User Research & Behavioral Mapping, HCI Principles & Guidelines","File Systems & Permissions, Process Management, User Research & Analysis, User Flow Diagrams, System Prototype Proposal, Guideline Categories of HCI","Tue|10:00-12:00, Fri|18:00-20:00",3,1,Instructor,"Introduction to Computing, Computer Programming","Operating Systems & Architecture, Computer Networks Basics, Digital Logic & Data Representation, Data Structures, Control Structures, Debugging & Execution","OS Fundamentals, Client-Server Architecture, Boolean Logic Gates, Data Encoding (ASCII/Unicode), 1D/2D Manipulation, Basic Sorting Algorithms","Wed|13:00-15:00, Tue|10:00-12:00, Sat|09:00-11:00",12,2,4,4,0.271
"Intro to Human Computer Interaction, Computer Programming","HCI Principles & Guidelines, High-Fidelity Design & Documentation, Debugging & Execution, Data Structures, Modular Programming","HCI Principles & Paradigms, Guideline Categories of HCI, Design Systems Documentation, Console Debugging Techniques, Array Creation, Variable Scope & Lifetime","Fri|18:00-20:00, Mon|09:00-11:00",4,1,Instructor,"Intro to Human Computer Interaction, Computer Programming","Prototyping & UI Tooling, User Research & Behavioral Mapping, Interaction Design & Cognitive Models, Debugging & Execution","Design System & Components, Wireframe Sketching, User Research & Analysis, User Flow Diagrams, Human Information Processing, Interaction Design Frameworks","Fri|18:00-20:00, Mon|09:00-11:00, Wed|13:00-15:00",6,4,4,4,0.5783
"Computer Programming, IT Fundamentals","Modular Programming, Debugging & Execution, Data Structures, Client-Side Scripting","Variable Scope & Lifetime, Console Debugging Techniques, Syntax Errors, 1D/2D Manipulation, JavaScript Syntax","Fri|18:00-20:00, Sat|09:00-11:00",2,1,Instructor,"Computer Programming, IT Fundamentals","Data Structures, Modular Programming, Web Styling, Web Markup","1D/2D Manipulation, Function Definitions, Parameters & Return Values, CSS Selectors, Responsive Layouts, HTML5 Semantic Elements","Fri|18:00-20:00, Mon|09:00-11:00, Sat|09:00-11:00, Thu|15:00-17:00",3,3,5,4,0.6134
Computer Programming,"Control Structures, Debugging & Execution","Iteration Patterns, Syntax Errors","Mon|09:00-11:00, Thu|15:00-17:00",5,1,Instructor,"Computer Programming, Intro to Human Computer Interaction","Control Structures, HCI Principles & Guidelines, Prototyping & UI Tooling, High-Fidelity Design & Documentation","Conditional Logic, Iteration Patterns, Guideline Categories of HCI, Figma UI Design, Wireframe Sketching, Design Systems Documentation","Mon|09:00-11:00, Thu|15:00-17:00, Wed|13:00-15:00",14,3,3,4,0.4346
"Intro to Human Computer Interaction, Introduction to Computing","User Research & Behavioral Mapping, HCI Principles & Guidelines, Digital Logic & Data Representation","User Research & Analysis, System Prototype Proposal, Binary/Octal/Hex Conversions","Thu|15:00-17:00, Mon|09:00-11:00, Fri|18:00-20:00, Wed|13:00-15:00",3,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing","Interaction Design & Cognitive Models, High-Fidelity Design & Documentation, Computer Networks Basics","Interaction Design Frameworks, High-Fidelity Prototyping, Design Systems Documentation, OSI Model Layers","Mon|09:00-11:00, Sat|09:00-11:00, Thu|15:00-17:00, Wed|13:00-15:00",3,2,5,4,0.4933
"Introduction to Computing, IT Fundamentals","Computer Networks Basics, Web Styling, Web Markup","Client-Server Architecture, CSS Selectors, HTML5 Semantic Elements, Media & Tables","Mon|09:00-11:00, Sat|09:00-11:00, Thu|15:00-17:00",4,1,Instructor,"Introduction to Computing, IT Fundamentals","History & Hardware Evolution, Digital Logic & Data Representation, Operating Systems & Architecture, Web Styling, Web Markup","Processor Architecture, Computing Generations, Data Encoding (ASCII/Unicode), Boolean Logic Gates, Process Management, Box Model","Mon|09:00-11:00, Sat|09:00-11:00, Tue|10:00-12:00",14,8,4,4,0.5913
Computer Programming,Modular Programming,Variable Scope & Lifetime,"Wed|13:00-15:00, Sat|09:00-11:00, Thu|15:00-17:00, Fri|18:00-20:00",4,1,Instructor,"Computer Programming, Intro to Human Computer Interaction","Modular Programming, Debugging & Execution, HCI Principles & Guidelines, Interaction Design & Cognitive Models","Variable Scope & Lifetime, Console Debugging Techniques, HCI Principles & Paradigms, Interaction Design Frameworks","Tue|10:00-12:00, Thu|15:00-17:00",3,3,4,4,0.4119
"Computer Programming, IT Fundamentals","Debugging & Execution, Data Structures, Control Structures, Web Styling, Command Line & Web Infra","Console Debugging Techniques, Logic Troubleshooting, Array Creation, Linear/Binary Searching, Iteration Patterns, Conditional Logic","Thu|15:00-17:00, Fri|18:00-20:00, Sat|09:00-11:00",5,1,Instructor,"Introduction to Computing, Computer Programming","History & Hardware Evolution, Operating Systems & Architecture, Control Structures","Computing Generations, Process Management, Loop Control, Conditional Logic","Mon|09:00-11:00, Fri|18:00-20:00, Tue|10:00-12:00, Thu|15:00-17:00",10,8,5,4,0.3541
Computer Programming,"Data Structures, Control Structures, Modular Programming","1D/2D Manipulation, Linear/Binary Searching, Iteration Patterns, Variable Scope & Lifetime, Function Definitions","Fri|18:00-20:00, Tue|10:00-12:00, Wed|13:00-15:00, Mon|09:00-11:00",2,1,Instructor,Computer Programming,"Debugging & Execution, Control Structures, Data Structures","Logic Troubleshooting, Conditional Logic, Iteration Patterns, Basic Sorting Algorithms, 1D/2D Manipulation","Sat|09:00-11:00, Wed|13:00-15:00",4,3,3,4,0.6458
"Computer Programming, IT Fundamentals","Control Structures, Debugging & Execution, Data Structures, Command Line & Web Infra, Client-Side Scripting","Loop Control, Syntax Errors, Console Debugging Techniques, 1D/2D Manipulation, Linear/Binary Searching, CLI Navigation","Mon|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",3,1,Senior IT Student,"Computer Programming, IT Fundamentals","Data Structures, Modular Programming, Web Markup, Client-Side Scripting","Linear/Binary Searching, Array Creation, Variable Scope & Lifetime, HTML5 Semantic Elements, Forms & Inputs, JavaScript Syntax","Fri|18:00-20:00, Mon|09:00-11:00, Sat|09:00-11:00, Tue|10:00-12:00",3,0,4,4,0.589
"Introduction to Computing, IT Fundamentals","Computer Networks Basics, Operating Systems & Architecture, Web Markup, Command Line & Web Infra, Web Styling","Client-Server Architecture, Process Management, OS Fundamentals, Media & Tables, HTTP Request Methods, Domain Name System (DNS)","Mon|09:00-11:00, Sat|09:00-11:00, Wed|13:00-15:00",5,1,Instructor,"Introduction to Computing, IT Fundamentals","Operating Systems & Architecture, History & Hardware Evolution, Command Line & Web Infra","OS Fundamentals, Computing Generations, Processor Architecture, CLI Navigation, Domain Name System (DNS)","Fri|18:00-20:00, Mon|09:00-11:00, Sat|09:00-11:00",3,2,5,4,0.6481
Introduction to Computing,Digital Logic & Data Representation,"Data Encoding (ASCII/Unicode), Boolean Logic Gates","Sat|09:00-11:00, Mon|09:00-11:00, Wed|13:00-15:00",5,1,Instructor,"Introduction to Computing, Intro to Human Computer Interaction","Computer Networks Basics, Operating Systems & Architecture, History & Hardware Evolution, HCI Principles & Guidelines, Prototyping & UI Tooling","Client-Server Architecture, OS Fundamentals, Computing Generations, Processor Architecture, Guideline Categories of HCI, System Prototype Proposal","Mon|09:00-11:00, Sat|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",8,5,4,4,0.3705
"Computer Programming, Introduction to Computing","Modular Programming, Debugging & Execution, Data Structures, History & Hardware Evolution, Operating Systems & Architecture","Function Definitions, Parameters & Return Values, Logic Troubleshooting, 1D/2D Manipulation, Basic Sorting Algorithms, Memory & Storage Types","Wed|13:00-15:00, Fri|18:00-20:00, Thu|15:00-17:00",5,1,Instructor,"Intro to Human Computer Interaction, Computer Programming","Prototyping & UI Tooling, User Research & Behavioral Mapping, Modular Programming","Wireframe Sketching, User Research & Analysis, User Flow Diagrams, Variable Scope & Lifetime, Function Definitions","Mon|09:00-11:00, Sat|09:00-11:00",12,3,5,4,0.2808
"IT Fundamentals, Introduction to Computing","Client-Side Scripting, Command Line & Web Infra, Web Styling, Computer Networks Basics","JavaScript Syntax, DOM Manipulation, HTTP Request Methods, CSS Selectors, Box Model, Network Topologies","Tue|10:00-12:00, Wed|13:00-15:00, Mon|09:00-11:00, Sat|09:00-11:00",3,1,Instructor,"IT Fundamentals, Introduction to Computing","Web Styling, Web Markup, Computer Networks Basics, Digital Logic & Data Representation, Operating Systems & Architecture","Flexbox & Grid, HTML5 Semantic Elements, OSI Model Layers, Data Encoding (ASCII/Unicode), File Systems & Permissions, Process Management","Sat|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",8,3,5,4,0.5642
"Introduction to Computing, IT Fundamentals","Operating Systems & Architecture, Web Styling, Web Markup, Command Line & Web Infra","File Systems & Permissions, CSS Selectors, Flexbox & Grid, Media & Tables, HTTP Request Methods, CLI Navigation","Wed|13:00-15:00, Fri|18:00-20:00, Mon|09:00-11:00",4,1,Instructor,"Introduction to Computing, Intro to Human Computer Interaction","Computer Networks Basics, Interaction Design & Cognitive Models, HCI Principles & Guidelines","OSI Model Layers, Interaction Design Frameworks, Human Information Processing, System Prototype Proposal, HCI Principles & Paradigms","Fri|18:00-20:00, Thu|15:00-17:00, Sat|09:00-11:00, Wed|13:00-15:00",9,5,3,4,0.2773
"IT Fundamentals, Computer Programming","Command Line & Web Infra, Modular Programming, Control Structures, Debugging & Execution","HTTP Request Methods, Variable Scope & Lifetime, Function Definitions, Iteration Patterns, Console Debugging Techniques","Sat|09:00-11:00, Tue|10:00-12:00, Fri|18:00-20:00",3,1,Instructor,"IT Fundamentals, Computer Programming","Command Line & Web Infra, Control Structures","Domain Name System (DNS), Iteration Patterns, Conditional Logic","Sat|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",5,2,5,4,0.6377
Intro to Human Computer Interaction,"Prototyping & UI Tooling, HCI Principles & Guidelines","Figma UI Design, HCI Principles & Paradigms, System Prototype Proposal","Sat|09:00-11:00, Mon|09:00-11:00, Wed|13:00-15:00",4,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing","HCI Principles & Guidelines, User Research & Behavioral Mapping, High-Fidelity Design & Documentation, Operating Systems & Architecture","HCI Principles & Paradigms, User Research & Analysis, Design Systems Documentation, High-Fidelity Prototyping, OS Fundamentals","Fri|18:00-20:00, Mon|09:00-11:00, Sat|09:00-11:00",5,3,5,4,0.4268
Computer Programming,"Modular Programming, Debugging & Execution, Control Structures","Variable Scope & Lifetime, Function Definitions, Logic Troubleshooting, Iteration Patterns","Fri|18:00-20:00, Mon|09:00-11:00",3,1,Senior IT Student,Computer Programming,Debugging & Execution,Console Debugging Techniques,"Fri|18:00-20:00, Mon|09:00-11:00, Wed|13:00-15:00",4,0,5,4,0.6151
IT Fundamentals,Client-Side Scripting,JavaScript Syntax,"Tue|10:00-12:00, Thu|15:00-17:00, Mon|09:00-11:00",3,1,Instructor,"Introduction to Computing, IT Fundamentals","Operating Systems & Architecture, Client-Side Scripting, Web Markup","File Systems & Permissions, OS Fundamentals, JavaScript Syntax, DOM Manipulation, Forms & Inputs, Media & Tables","Thu|15:00-17:00, Mon|09:00-11:00",4,3,5,4,0.4262
"Intro to Human Computer Interaction, Computer Programming","User Research & Behavioral Mapping, HCI Principles & Guidelines, Data Structures, Modular Programming, Debugging & Execution","User Research & Analysis, Guideline Categories of HCI, Array Creation, Parameters & Return Values, Syntax Errors, Logic Troubleshooting","Mon|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00, Wed|13:00-15:00",3,1,Senior IT Student,"Intro to Human Computer Interaction, Introduction to Computing","Interaction Design & Cognitive Models, High-Fidelity Design & Documentation, Computer Networks Basics","Interaction Design Frameworks, Human Information Processing, High-Fidelity Prototyping, Design Systems Documentation, Client-Server Architecture","Wed|13:00-15:00, Mon|09:00-11:00",2,1,3,4,0.2797
"Intro to Human Computer Interaction, Introduction to Computing","Interaction Design & Cognitive Models, Operating Systems & Architecture, History & Hardware Evolution","Human Information Processing, Process Management, OS Fundamentals, Processor Architecture, Memory & Storage Types","Tue|10:00-12:00, Thu|15:00-17:00, Wed|13:00-15:00",4,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing","Interaction Design & Cognitive Models, HCI Principles & Guidelines, User Research & Behavioral Mapping, Operating Systems & Architecture, History & Hardware Evolution, Digital Logic & Data Representation","Interaction Design Frameworks, Guideline Categories of HCI, User Research & Analysis, Process Management, File Systems & Permissions, Memory & Storage Types","Tue|10:00-12:00, Mon|09:00-11:00, Thu|15:00-17:00",4,2,5,4,0.6616
Intro to Human Computer Interaction,"HCI Principles & Guidelines, High-Fidelity Design & Documentation","HCI Principles & Paradigms, High-Fidelity Prototyping, Design Systems Documentation","Mon|09:00-11:00, Tue|10:00-12:00, Thu|15:00-17:00, Wed|13:00-15:00",3,1,Senior IT Student,"Intro to Human Computer Interaction, Computer Programming","User Research & Behavioral Mapping, Data Structures","User Flow Diagrams, Linear/Binary Searching, Array Creation","Thu|15:00-17:00, Tue|10:00-12:00, Mon|09:00-11:00",2,1,4,4,0.3377
Computer Programming,"Data Structures, Debugging & Execution, Modular Programming","Basic Sorting Algorithms, Syntax Errors, Variable Scope & Lifetime, Function Definitions","Fri|18:00-20:00, Wed|13:00-15:00",2,1,Senior IT Student,"Computer Programming, IT Fundamentals","Modular Programming, Control Structures, Web Markup, Client-Side Scripting","Function Definitions, Loop Control, Forms & Inputs, JavaScript Syntax","Thu|15:00-17:00, Fri|18:00-20:00, Sat|09:00-11:00, Tue|10:00-12:00",1,0,5,3,0.3485
"Intro to Human Computer Interaction, IT Fundamentals","Prototyping & UI Tooling, Web Styling, Command Line & Web Infra","Figma UI Design, Design System & Components, Box Model, CSS Selectors, HTTP Request Methods, CLI Navigation","Wed|13:00-15:00, Tue|10:00-12:00, Sat|09:00-11:00",5,1,Instructor,"Introduction to Computing, Computer Programming","Digital Logic & Data Representation, Computer Networks Basics, Debugging & Execution, Data Structures","Data Encoding (ASCII/Unicode), Network Topologies, OSI Model Layers, Logic Troubleshooting, Console Debugging Techniques, Linear/Binary Searching","Tue|10:00-12:00, Fri|18:00-20:00, Sat|09:00-11:00",8,7,5,4,0.1565
Computer Programming,"Modular Programming, Data Structures, Debugging & Execution","Variable Scope & Lifetime, Parameters & Return Values, Basic Sorting Algorithms, Logic Troubleshooting","Fri|18:00-20:00, Thu|15:00-17:00",3,1,Instructor,"Computer Programming, Introduction to Computing","Modular Programming, Computer Networks Basics, History & Hardware Evolution","Variable Scope & Lifetime, Network Topologies, Client-Server Architecture, Memory & Storage Types, Computing Generations","Fri|18:00-20:00, Sat|09:00-11:00, Thu|15:00-17:00",12,5,5,4,0.411
"Intro to Human Computer Interaction, Introduction to Computing","Interaction Design & Cognitive Models, Prototyping & UI Tooling, High-Fidelity Design & Documentation, Operating Systems & Architecture","Interaction Design Frameworks, Wireframe Sketching, High-Fidelity Prototyping, Process Management","Tue|10:00-12:00, Sat|09:00-11:00, Fri|18:00-20:00",3,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing","Interaction Design & Cognitive Models, User Research & Behavioral Mapping, History & Hardware Evolution, Operating Systems & Architecture","Interaction Design Frameworks, Human Information Processing, User Research & Analysis, Computing Generations, Processor Architecture, File Systems & Permissions","Mon|09:00-11:00, Sat|09:00-11:00, Tue|10:00-12:00",4,2,5,4,0.5826
"Intro to Human Computer Interaction, Computer Programming","Interaction Design & Cognitive Models, HCI Principles & Guidelines, Modular Programming, Data Structures, Control Structures","Human Information Processing, Interaction Design Frameworks, HCI Principles & Paradigms, Guideline Categories of HCI, Function Definitions, Variable Scope & Lifetime","Fri|18:00-20:00, Wed|13:00-15:00",5,1,Senior IT Student,"Intro to Human Computer Interaction, IT Fundamentals","HCI Principles & Guidelines, User Research & Behavioral Mapping, Web Styling, Client-Side Scripting","HCI Principles & Paradigms, Guideline Categories of HCI, Customer Journey Mapping, CSS Selectors, Box Model, JavaScript Syntax","Sat|09:00-11:00, Tue|10:00-12:00",4,3,4,4,0.2689
