mentee_subjects,mentee_topics,mentee_competencies,mentee_availability,mentee_difficulty_level,mentee_year_level,mentor_role,mentor_subjects,mentor_topics,mentor_competencies,mentor_availability,mentor_years_experience,mentor_teaching_experience_years,mentor_expertise_level,mentor_year_level,target_score
NSTP 2: Civic Welfare Training Service,,,"Mon|09:00-11:00, Fri|18:00-20:00, Thu|15:00-17:00, Sat|09:00-11:00",5,1,Instructor,"Intro to Human Computer Interaction, NSTP 2: Civic Welfare Training Service",Interaction Design & Cognitive Models,Human Information Processing,"Fri|18:00-20:00, Mon|09:00-11:00, Wed|13:00-15:00",8,6,4,4,0.5743
"IT Fundamentals, Computer Programming, Introduction to Computing","Computer Networks Basics, Operating Systems & Architecture, Data Structures, History & Hardware Evolution, Client-Side Scripting","Network Topologies, OS Fundamentals, Basic Sorting Algorithms, Memory & Storage Types, JavaScript Syntax","Thu|15:00-17:00, Mon|09:00-11:00",3,1,Instructor,"Computer Programming, IT Fundamentals, Introduction to Computing","Data Structures, Client-Side Scripting, History & Hardware Evolution, Computer Networks Basics, Operating Systems & Architecture","Basic Sorting Algorithms, JavaScript Syntax, Memory & Storage Types, Network Topologies, OS Fundamentals, Processor Architecture","Mon|09:00-11:00, Thu|15:00-17:00, Wed|13:00-15:00",6,2,4,4,0.9647
"Computer Programming, GE 104: Readings in Philippine History, IT Fundamentals, Intro to Human Computer Interaction","Debugging & Execution, Command Line & Web Infra, Client-Side Scripting","Syntax Errors, Console Debugging Techniques, HTTP Request Methods, JavaScript Syntax","Thu|15:00-17:00, Fri|18:00-20:00, Sat|09:00-11:00, Wed|13:00-15:00",3,1,Senior IT Student,"IT Fundamentals, Introduction to Computing, Computer Programming","Operating Systems & Architecture, Data Structures, Control Structures","Process Management, Array Creation, OS Fundamentals, Iteration Patterns","Thu|15:00-17:00, Wed|13:00-15:00",1,1,4,4,0.2833
NSTP 1: Civic Welfare Training Service,,,"Tue|10:00-12:00, Sat|09:00-11:00, Wed|13:00-15:00, Fri|18:00-20:00",3,1,Instructor,"Computer Programming, GE 105: Mathematics in the Modern World, GE EL 108: Philippine Indigenous Communities, IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing","Interaction Design & Cognitive Models, Control Structures, Computer Networks Basics, Digital Logic & Data Representation, Command Line & Web Infra","Human Information Processing, Iteration Patterns, OSI Model Layers, Binary/Octal/Hex Conversions, Domain Name System (DNS)","Fri|18:00-20:00, Thu|15:00-17:00, Mon|09:00-11:00, Sat|09:00-11:00",6,4,5,4,0.2072
"Computer Programming, GE EL 108: Philippine Indigenous Communities, IT Fundamentals, Intro to Human Computer Interaction","HCI Principles & Guidelines, Modular Programming, High-Fidelity Design & Documentation, Web Styling, Prototyping & UI Tooling","HCI Principles & Paradigms, Variable Scope & Lifetime, High-Fidelity Prototyping, Responsive Layouts, Design System & Components","Fri|18:00-20:00, Mon|09:00-11:00",4,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing, PE 1: PATH FIT 1 - Movement Enhancement, PE 2: PATH FIT 2 - Fitness Exercises","HCI Principles & Guidelines, Command Line & Web Infra, User Research & Behavioral Mapping, Digital Logic & Data Representation","HCI Principles & Paradigms, Domain Name System (DNS), User Flow Diagrams, Binary/Octal/Hex Conversions, Guideline Categories of HCI","Sat|09:00-11:00, Wed|13:00-15:00",8,4,5,4,0.2312
"Computer Programming, GE 105: Mathematics in the Modern World, GE 108: Understanding the Self","Control Structures, Modular Programming, Data Structures, Debugging & Execution","Loop Control, Parameters & Return Values, Linear/Binary Searching, Console Debugging Techniques, Basic Sorting Algorithms","Fri|18:00-20:00, Wed|13:00-15:00",4,1,Instructor,"Computer Programming, Introduction to Computing","Control Structures, Digital Logic & Data Representation, Computer Networks Basics, Data Structures","Iteration Patterns, Boolean Logic Gates, Client-Server Architecture, Array Creation","Tue|10:00-12:00, Fri|18:00-20:00, Mon|09:00-11:00, Wed|13:00-15:00",12,12,4,4,0.3906
"Intro to Human Computer Interaction, Computer Programming, IT Fundamentals","Prototyping & UI Tooling, Modular Programming, Interaction Design & Cognitive Models, High-Fidelity Design & Documentation, Command Line & Web Infra","Figma UI Design, Parameters & Return Values, Human Information Processing, High-Fidelity Prototyping, CLI Navigation","Thu|15:00-17:00, Fri|18:00-20:00, Sat|09:00-11:00",2,1,Senior IT Student,"Intro to Human Computer Interaction, Introduction to Computing","Prototyping & UI Tooling, History & Hardware Evolution","Design System & Components, Computing Generations","Wed|13:00-15:00, Tue|10:00-12:00",2,2,4,4,0.2212
"Computer Programming, GE 108: Understanding the Self, IT Fundamentals, Introduction to Computing","Operating Systems & Architecture, Client-Side Scripting, Data Structures","File Systems & Permissions, Event Listeners, 1D/2D Manipulation","Wed|13:00-15:00, Tue|10:00-12:00, Fri|18:00-20:00",3,1,Instructor,"IT Fundamentals, Introduction to Computing, PE 1: PATH FIT 1 - Movement Enhancement, PE 2: PATH FIT 2 - Fitness Exercises","History & Hardware Evolution, Computer Networks Basics, Web Styling","Processor Architecture, OSI Model Layers, Responsive Layouts","Thu|15:00-17:00, Tue|10:00-12:00, Fri|18:00-20:00",3,3,5,4,0.2692
Introduction to Computing,"Computer Networks Basics, Operating Systems & Architecture, History & Hardware Evolution, Digital Logic & Data Representation","Network Topologies, File Systems & Permissions, Processor Architecture, Memory & Storage Types, Binary/Octal/Hex Conversions","Thu|15:00-17:00, Fri|18:00-20:00",3,1,Senior IT Student,"Computer Programming, Introduction to Computing","Digital Logic & Data Representation, Operating Systems & Architecture, History & Hardware Evolution, Computer Networks Basics","Binary/Octal/Hex Conversions, File Systems & Permissions, Memory & Storage Types, Network Topologies, Processor Architecture","Fri|18:00-20:00, Thu|15:00-17:00, Wed|13:00-15:00",1,1,5,3,0.7955
IT Fundamentals,"Web Markup, Web Styling, Command Line & Web Infra","Forms & Inputs, Responsive Layouts, CLI Navigation, Box Model","Sat|09:00-11:00, Mon|09:00-11:00",5,1,Instructor,"Computer Programming, IT Fundamentals, Introduction to Computing","Client-Side Scripting, Control Structures, Modular Programming, Web Markup","JavaScript Syntax, Iteration Patterns, Variable Scope & Lifetime, Media & Tables","Fri|18:00-20:00, Mon|09:00-11:00",11,4,3,4,0.2689
Introduction to Computing,"Computer Networks Basics, Digital Logic & Data Representation","Client-Server Architecture, OSI Model Layers, Boolean Logic Gates","Fri|18:00-20:00, Thu|15:00-17:00, Tue|10:00-12:00",4,1,Instructor,"Computer Programming, GE 104: Readings in Philippine History, GE EL 108: Philippine Indigenous Communities, IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing","Client-Side Scripting, Control Structures, Computer Networks Basics, Interaction Design & Cognitive Models","JavaScript Syntax, Conditional Logic, Client-Server Architecture, DOM Manipulation, Human Information Processing","Mon|09:00-11:00, Fri|18:00-20:00, Thu|15:00-17:00",14,4,4,4,0.3141
"Computer Programming, GE 108: Understanding the Self","Control Structures, Debugging & Execution, Modular Programming","Conditional Logic, Console Debugging Techniques, Function Definitions, Syntax Errors","Fri|18:00-20:00, Thu|15:00-17:00, Tue|10:00-12:00",4,1,Senior IT Student,"Computer Programming, GE 108: Understanding the Self, Intro to Human Computer Interaction","Control Structures, Debugging & Execution, Modular Programming","Conditional Logic, Console Debugging Techniques, Function Definitions, Syntax Errors","Fri|18:00-20:00, Thu|15:00-17:00, Wed|13:00-15:00",2,0,5,3,0.8214
Computer Programming,"Control Structures, Debugging & Execution, Data Structures","Conditional Logic, Logic Troubleshooting, Basic Sorting Algorithms, 1D/2D Manipulation, Console Debugging Techniques","Tue|10:00-12:00, Wed|13:00-15:00",3,1,Senior IT Student,"Computer Programming, IT Fundamentals, Introduction to Computing","Data Structures, Command Line & Web Infra, Control Structures, Debugging & Execution, History & Hardware Evolution","1D/2D Manipulation, Basic Sorting Algorithms, CLI Navigation, Conditional Logic, Console Debugging Techniques, Logic Troubleshooting, Processor Architecture","Fri|18:00-20:00, Tue|10:00-12:00, Wed|13:00-15:00",2,0,5,3,0.5484
Computer Programming,"Modular Programming, Debugging & Execution","Variable Scope & Lifetime, Function Definitions, Logic Troubleshooting","Tue|10:00-12:00, Fri|18:00-20:00, Thu|15:00-17:00",4,1,Instructor,"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing","Modular Programming, Interaction Design & Cognitive Models, Debugging & Execution, Operating Systems & Architecture, Prototyping & UI Tooling","Function Definitions, Human Information Processing, Logic Troubleshooting, OS Fundamentals, Variable Scope & Lifetime, Wireframe Sketching","Fri|18:00-20:00, Tue|10:00-12:00, Wed|13:00-15:00",15,10,5,4,0.4691
"PE 1: PATH FIT 1 - Movement Enhancement, PE 2: PATH FIT 2 - Fitness Exercises",,,"Sat|09:00-11:00, Mon|09:00-11:00, Tue|10:00-12:00",2,1,Instructor,NSTP 1: Civic Welfare Training Service,,,"Fri|18:00-20:00, Mon|09:00-11:00, Tue|10:00-12:00",7,5,5,4,0.2209
"Computer Programming, Introduction to Computing, IT Fundamentals","Computer Networks Basics, Client-Side Scripting, Modular Programming","Network Topologies, DOM Manipulation, Variable Scope & Lifetime","Fri|18:00-20:00, Sat|09:00-11:00, Mon|09:00-11:00, Wed|13:00-15:00",3,1,Instructor,"Computer Programming, IT Fundamentals","Data Structures, Client-Side Scripting","Array Creation, DOM Manipulation","Sat|09:00-11:00, Fri|18:00-20:00",15,13,3,4,0.4819
"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing, PE 1: PATH FIT 1 - Movement Enhancement, PE 2: PATH FIT 2 - Fitness Exercises","History & Hardware Evolution, Digital Logic & Data Representation, User Research & Behavioral Mapping, Modular Programming","Computing Generations, Boolean Logic Gates, Binary/Octal/Hex Conversions, User Flow Diagrams, Parameters & Return Values","Wed|13:00-15:00, Mon|09:00-11:00, Fri|18:00-20:00, Tue|10:00-12:00",5,1,Senior IT Student,"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing","Modular Programming, Digital Logic & Data Representation","Parameters & Return Values, Variable Scope & Lifetime, Boolean Logic Gates","Tue|10:00-12:00, Thu|15:00-17:00",4,4,3,4,0.4894
Computer Programming,"Control Structures, Data Structures, Modular Programming","Iteration Patterns, Basic Sorting Algorithms, Conditional Logic, Variable Scope & Lifetime","Tue|10:00-12:00, Sat|09:00-11:00, Thu|15:00-17:00, Mon|09:00-11:00",5,1,Senior IT Student,"IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing, Computer Programming","User Research & Behavioral Mapping, Client-Side Scripting, Operating Systems & Architecture, Modular Programming","Customer Journey Mapping, JavaScript Syntax, File Systems & Permissions, Variable Scope & Lifetime","Mon|09:00-11:00, Thu|15:00-17:00, Wed|13:00-15:00",1,1,3,4,0.2673
"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction","User Research & Behavioral Mapping, Data Structures","User Flow Diagrams, Basic Sorting Algorithms, Linear/Binary Searching","Fri|18:00-20:00, Sat|09:00-11:00, Wed|13:00-15:00, Mon|09:00-11:00",5,1,Instructor,"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing","Data Structures, Interaction Design & Cognitive Models, Operating Systems & Architecture","Basic Sorting Algorithms, Human Information Processing, Interaction Design Frameworks, OS Fundamentals","Thu|15:00-17:00, Wed|13:00-15:00, Fri|18:00-20:00",3,2,3,4,0.4044
"Intro to Human Computer Interaction, Introduction to Computing, Computer Programming","Data Structures, Debugging & Execution","Basic Sorting Algorithms, Syntax Errors, Logic Troubleshooting","Fri|18:00-20:00, Sat|09:00-11:00, Thu|15:00-17:00",2,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing","Computer Networks Basics, User Research & Behavioral Mapping","Client-Server Architecture, User Flow Diagrams","Fri|18:00-20:00, Sat|09:00-11:00, Thu|15:00-17:00",14,13,4,4,0.3899
"Intro to Human Computer Interaction, IT Fundamentals","High-Fidelity Design & Documentation, Command Line & Web Infra, Client-Side Scripting","Design Systems Documentation, HTTP Request Methods, JavaScript Syntax","Thu|15:00-17:00, Mon|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",3,1,Instructor,PE 2: PATH FIT 2 - Fitness Exercises,,,"Wed|13:00-15:00, Sat|09:00-11:00, Tue|10:00-12:00, Thu|15:00-17:00",8,8,5,4,0.1478
NSTP 1: Civic Welfare Training Service,,,"Fri|18:00-20:00, Sat|09:00-11:00",5,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing","Digital Logic & Data Representation, Computer Networks Basics, User Research & Behavioral Mapping, Prototyping & UI Tooling","Boolean Logic Gates, OSI Model Layers, User Flow Diagrams, Design System & Components, Figma UI Design","Thu|15:00-17:00, Wed|13:00-15:00, Sat|09:00-11:00, Fri|18:00-20:00",14,3,4,4,0.3124
"Intro to Human Computer Interaction, Computer Programming","High-Fidelity Design & Documentation, Debugging & Execution, User Research & Behavioral Mapping, Prototyping & UI Tooling","High-Fidelity Prototyping, Logic Troubleshooting, User Research & Analysis, Design System & Components","Mon|09:00-11:00, Tue|10:00-12:00",4,1,Instructor,"Computer Programming, GE 108: Understanding the Self, GE EL 108: Philippine Indigenous Communities, Intro to Human Computer Interaction, Introduction to Computing","Prototyping & UI Tooling, Operating Systems & Architecture, High-Fidelity Design & Documentation, Modular Programming","Wireframe Sketching, File Systems & Permissions, Figma UI Design, Design Systems Documentation, Parameters & Return Values","Fri|18:00-20:00, Sat|09:00-11:00, Mon|09:00-11:00",4,4,5,4,0.3538
Computer Programming,"Data Structures, Control Structures, Modular Programming","1D/2D Manipulation, Loop Control, Function Definitions, Array Creation, Variable Scope & Lifetime","Tue|10:00-12:00, Thu|15:00-17:00",5,1,Senior IT Student,"Computer Programming, Introduction to Computing","Data Structures, History & Hardware Evolution, Modular Programming, Control Structures","1D/2D Manipulation, Array Creation, Computing Generations, Function Definitions, Loop Control, Memory & Storage Types, Processor Architecture, Variable Scope & Lifetime","Fri|18:00-20:00, Sat|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",4,2,4,4,0.6833
"Intro to Human Computer Interaction, Computer Programming","Prototyping & UI Tooling, Data Structures, High-Fidelity Design & Documentation","Design System & Components, 1D/2D Manipulation, High-Fidelity Prototyping","Sat|09:00-11:00, Tue|10:00-12:00",3,1,Instructor,"Computer Programming, Intro to Human Computer Interaction","Data Structures, Prototyping & UI Tooling, High-Fidelity Design & Documentation","1D/2D Manipulation, Design System & Components, Design Systems Documentation, High-Fidelity Prototyping","Sat|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",14,7,4,4,0.9462
"Computer Programming, Intro to Human Computer Interaction, IT Fundamentals","Web Styling, Web Markup","CSS Selectors, Media & Tables, Flexbox & Grid","Thu|15:00-17:00, Mon|09:00-11:00, Tue|10:00-12:00, Fri|18:00-20:00",4,1,Instructor,"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction","Data Structures, Client-Side Scripting","1D/2D Manipulation, Event Listeners","Sat|09:00-11:00, Wed|13:00-15:00",14,2,4,4,0.4585
"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing","Operating Systems & Architecture, User Research & Behavioral Mapping, Prototyping & UI Tooling, HCI Principles & Guidelines","File Systems & Permissions, Customer Journey Mapping, Wireframe Sketching, Guideline Categories of HCI","Fri|18:00-20:00, Thu|15:00-17:00, Tue|10:00-12:00, Wed|13:00-15:00",5,1,Instructor,"Computer Programming, IT Fundamentals","Data Structures, Command Line & Web Infra, Control Structures, Web Styling","Array Creation, Domain Name System (DNS), Iteration Patterns, Responsive Layouts","Fri|18:00-20:00, Thu|15:00-17:00",14,5,3,4,0.2025
"Computer Programming, PE 2: PATH FIT 2 - Fitness Exercises","Control Structures, Data Structures, Modular Programming","Conditional Logic, Basic Sorting Algorithms, Variable Scope & Lifetime","Sat|09:00-11:00, Thu|15:00-17:00, Fri|18:00-20:00, Tue|10:00-12:00",5,1,Instructor,"Computer Programming, Introduction to Computing","Debugging & Execution, Data Structures, Computer Networks Basics","Logic Troubleshooting, Linear/Binary Searching, Network Topologies","Wed|13:00-15:00, Thu|15:00-17:00, Mon|09:00-11:00",7,5,3,4,0.2547
"Introduction to Computing, Computer Programming, IT Fundamentals","Data Structures, History & Hardware Evolution, Digital Logic & Data Representation, Command Line & Web Infra, Debugging & Execution","1D/2D Manipulation, Processor Architecture, Binary/Octal/Hex Conversions, CLI Navigation, Logic Troubleshooting","Tue|10:00-12:00, Mon|09:00-11:00",4,1,Senior IT Student,"IT Fundamentals, Introduction to Computing, Intro to Human Computer Interaction, Computer Programming","Command Line & Web Infra, Prototyping & UI Tooling, History & Hardware Evolution, Computer Networks Basics","Domain Name System (DNS), Figma UI Design, Computing Generations, Network Topologies","Sat|09:00-11:00, Tue|10:00-12:00, Fri|18:00-20:00",3,1,3,3,0.4673
"Introduction to Computing, IT Fundamentals, Intro to Human Computer Interaction","Web Styling, Operating Systems & Architecture, Command Line & Web Infra, Computer Networks Basics","Responsive Layouts, OS Fundamentals, CLI Navigation, Client-Server Architecture","Fri|18:00-20:00, Tue|10:00-12:00, Mon|09:00-11:00, Sat|09:00-11:00",3,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing","High-Fidelity Design & Documentation, History & Hardware Evolution, Client-Side Scripting, Computer Networks Basics","High-Fidelity Prototyping, Memory & Storage Types, JavaScript Syntax, Network Topologies","Wed|13:00-15:00, Tue|10:00-12:00",5,3,4,4,0.5166
"Computer Programming, Introduction to Computing, PE 1: PATH FIT 1 - Movement Enhancement, PE 2: PATH FIT 2 - Fitness Exercises","Operating Systems & Architecture, Debugging & Execution, Digital Logic & Data Representation, Computer Networks Basics","Process Management, Syntax Errors, Binary/Octal/Hex Conversions, Data Encoding (ASCII/Unicode), Network Topologies","Fri|18:00-20:00, Thu|15:00-17:00, Tue|10:00-12:00, Sat|09:00-11:00",3,1,Instructor,"Computer Programming, GE EL 108: Philippine Indigenous Communities, IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing","Interaction Design & Cognitive Models, History & Hardware Evolution, Command Line & Web Infra, Web Styling, User Research & Behavioral Mapping","Human Information Processing, Computing Generations, Domain Name System (DNS), Responsive Layouts, User Research & Analysis","Mon|09:00-11:00, Fri|18:00-20:00, Sat|09:00-11:00, Thu|15:00-17:00",15,12,5,4,0.2679
"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction","Control Structures, Data Structures, Web Styling, Command Line & Web Infra, Debugging & Execution","Conditional Logic, Array Creation, Responsive Layouts, Domain Name System (DNS), Console Debugging Techniques","Fri|18:00-20:00, Mon|09:00-11:00, Thu|15:00-17:00",5,1,Instructor,"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing","Digital Logic & Data Representation, Debugging & Execution","Binary/Octal/Hex Conversions, Logic Troubleshooting","Sat|09:00-11:00, Wed|13:00-15:00",14,5,3,4,0.2915
"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing, NSTP 1: Civic Welfare Training Service","Prototyping & UI Tooling, Debugging & Execution, High-Fidelity Design & Documentation","Wireframe Sketching, Logic Troubleshooting, High-Fidelity Prototyping","Wed|13:00-15:00, Thu|15:00-17:00",2,1,Instructor,"Intro to Human Computer Interaction, IT Fundamentals, Computer Programming","Web Styling, Control Structures, HCI Principles & Guidelines, Command Line & Web Infra, High-Fidelity Design & Documentation","Box Model, Loop Control, HCI Principles & Paradigms, Domain Name System (DNS), Design Systems Documentation","Sat|09:00-11:00, Thu|15:00-17:00",7,6,5,4,0.2699
"Computer Programming, GE 105: Mathematics in the Modern World","Control Structures, Modular Programming, Data Structures","Iteration Patterns, Parameters & Return Values, Linear/Binary Searching","Sat|09:00-11:00, Wed|13:00-15:00",5,1,Instructor,"Computer Programming, GE 105: Mathematics in the Modern World, IT Fundamentals","Data Structures, Command Line & Web Infra, Control Structures, Modular Programming","Array Creation, Domain Name System (DNS), Iteration Patterns, Linear/Binary Searching, Parameters & Return Values","Sat|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00, Wed|13:00-15:00",11,9,4,4,0.7164
Intro to Human Computer Interaction,"Interaction Design & Cognitive Models, HCI Principles & Guidelines, User Research & Behavioral Mapping","Interaction Design Frameworks, HCI Principles & Paradigms, Customer Journey Mapping","Mon|09:00-11:00, Sat|09:00-11:00",3,1,Instructor,Intro to Human Computer Interaction,"High-Fidelity Design & Documentation, HCI Principles & Guidelines, Prototyping & UI Tooling","Design Systems Documentation, HCI Principles & Paradigms, Design System & Components, Wireframe Sketching","Tue|10:00-12:00, Wed|13:00-15:00",12,2,3,4,0.5513
"Computer Programming, Intro to Human Computer Interaction","Control Structures, Debugging & Execution, Data Structures, Modular Programming, Interaction Design & Cognitive Models","Conditional Logic, Console Debugging Techniques, 1D/2D Manipulation, Variable Scope & Lifetime, Interaction Design Frameworks","Tue|10:00-12:00, Sat|09:00-11:00",5,1,Instructor,"Introduction to Computing, Intro to Human Computer Interaction, Computer Programming","Debugging & Execution, Prototyping & UI Tooling, Digital Logic & Data Representation","Syntax Errors, Wireframe Sketching, Binary/Octal/Hex Conversions","Fri|18:00-20:00, Sat|09:00-11:00, Mon|09:00-11:00",13,3,4,4,0.4113
"PE 1: PATH FIT 1 - Movement Enhancement, PE 2: PATH FIT 2 - Fitness Exercises",,,"Sat|09:00-11:00, Tue|10:00-12:00",2,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing, PE 1: PATH FIT 1 - Movement Enhancement","HCI Principles & Guidelines, Digital Logic & Data Representation","Guideline Categories of HCI, Data Encoding (ASCII/Unicode), Boolean Logic Gates, System Prototype Proposal","Sat|09:00-11:00, Thu|15:00-17:00",7,7,4,4,0.3921
"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction","Interaction Design & Cognitive Models, Modular Programming, Prototyping & UI Tooling","Interaction Design Frameworks, Human Information Processing, Variable Scope & Lifetime, Wireframe Sketching","Tue|10:00-12:00, Sat|09:00-11:00, Wed|13:00-15:00",5,1,Instructor,"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing","Control Structures, Operating Systems & Architecture, Interaction Design & Cognitive Models, Modular Programming, Prototyping & UI Tooling","Conditional Logic, File Systems & Permissions, Human Information Processing, Interaction Design Frameworks, Variable Scope & Lifetime, Wireframe Sketching","Sat|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",9,5,5,4,0.7653
NSTP 2: Civic Welfare Training Service,,,"Thu|15:00-17:00, Sat|09:00-11:00, Fri|18:00-20:00",4,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction, NSTP 2: Civic Welfare Training Service","Web Styling, Prototyping & UI Tooling","Box Model, Design System & Components","Sat|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",12,5,4,4,0.5346
"IT Fundamentals, Computer Programming, Intro to Human Computer Interaction","Control Structures, Debugging & Execution, Client-Side Scripting, Interaction Design & Cognitive Models","Loop Control, Console Debugging Techniques, Event Listeners, Human Information Processing","Fri|18:00-20:00, Thu|15:00-17:00",3,1,Instructor,"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing","Debugging & Execution, Client-Side Scripting, Interaction Design & Cognitive Models, Control Structures","Console Debugging Techniques, DOM Manipulation, Event Listeners, Human Information Processing, Loop Control","Fri|18:00-20:00, Thu|15:00-17:00, Tue|10:00-12:00",3,2,5,4,0.8429
"Computer Programming, IT Fundamentals","Data Structures, Web Markup, Debugging & Execution","1D/2D Manipulation, HTML5 Semantic Elements, Syntax Errors","Tue|10:00-12:00, Sat|09:00-11:00, Thu|15:00-17:00",3,1,Instructor,"Computer Programming, Introduction to Computing",Control Structures,"Iteration Patterns, Loop Control","Mon|09:00-11:00, Wed|13:00-15:00",8,4,3,4,0.2048
GE EL 108: Philippine Indigenous Communities,,,"Wed|13:00-15:00, Fri|18:00-20:00, Thu|15:00-17:00, Tue|10:00-12:00",3,1,Senior IT Student,"Computer Programming, GE EL 108: Philippine Indigenous Communities",Control Structures,Iteration Patterns,"Fri|18:00-20:00, Mon|09:00-11:00, Wed|13:00-15:00",3,1,4,4,0.594
"GE 104: Readings in Philippine History, GE 105: Mathematics in the Modern World, Intro to Human Computer Interaction","HCI Principles & Guidelines, Prototyping & UI Tooling, User Research & Behavioral Mapping","System Prototype Proposal, HCI Principles & Paradigms, Figma UI Design, User Research & Analysis","Fri|18:00-20:00, Sat|09:00-11:00, Tue|10:00-12:00",4,1,Instructor,"GE 104: Readings in Philippine History, GE 105: Mathematics in the Modern World, IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing","Web Styling, Command Line & Web Infra, Prototyping & UI Tooling, HCI Principles & Guidelines, User Research & Behavioral Mapping","Box Model, Domain Name System (DNS), Figma UI Design, HCI Principles & Paradigms, System Prototype Proposal, User Research & Analysis","Fri|18:00-20:00, Sat|09:00-11:00, Wed|13:00-15:00",5,2,5,4,0.6672
"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction","Client-Side Scripting, High-Fidelity Design & Documentation, User Research & Behavioral Mapping","Event Listeners, Design Systems Documentation, User Research & Analysis","Fri|18:00-20:00, Sat|09:00-11:00",4,1,Instructor,"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction","Control Structures, High-Fidelity Design & Documentation, Client-Side Scripting, User Research & Behavioral Mapping","Conditional Logic, Design Systems Documentation, Event Listeners, User Flow Diagrams, User Research & Analysis","Fri|18:00-20:00, Sat|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",14,6,4,4,0.848
"Introduction to Computing, Computer Programming","Control Structures, Modular Programming, History & Hardware Evolution, Computer Networks Basics, Data Structures","Iteration Patterns, Variable Scope & Lifetime, Memory & Storage Types, OSI Model Layers, Linear/Binary Searching","Tue|10:00-12:00, Fri|18:00-20:00",2,1,Senior IT Student,"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing","High-Fidelity Design & Documentation, Control Structures, Data Structures, History & Hardware Evolution, Computer Networks Basics, Modular Programming","High-Fidelity Prototyping, Iteration Patterns, Linear/Binary Searching, Memory & Storage Types, OSI Model Layers, Variable Scope & Lifetime","Fri|18:00-20:00, Sat|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",4,2,5,4,0.7561
"Computer Programming, Intro to Human Computer Interaction","HCI Principles & Guidelines, Prototyping & UI Tooling, Control Structures","Guideline Categories of HCI, Wireframe Sketching, Iteration Patterns","Wed|13:00-15:00, Fri|18:00-20:00, Mon|09:00-11:00, Thu|15:00-17:00",3,1,Senior IT Student,"Computer Programming, Intro to Human Computer Interaction","Data Structures, HCI Principles & Guidelines, Control Structures, Prototyping & UI Tooling","1D/2D Manipulation, Guideline Categories of HCI, Iteration Patterns, Wireframe Sketching","Fri|18:00-20:00, Mon|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",1,0,4,4,0.8533
"GE 104: Readings in Philippine History, IT Fundamentals, Intro to Human Computer Interaction","Web Markup, Web Styling, Prototyping & UI Tooling, HCI Principles & Guidelines","Media & Tables, Flexbox & Grid, Figma UI Design, HTML5 Semantic Elements, HCI Principles & Paradigms","Tue|10:00-12:00, Sat|09:00-11:00, Mon|09:00-11:00, Wed|13:00-15:00",2,1,Instructor,"GE 104: Readings in Philippine History, Intro to Human Computer Interaction","High-Fidelity Design & Documentation, User Research & Behavioral Mapping","High-Fidelity Prototyping, User Flow Diagrams","Sat|09:00-11:00, Tue|10:00-12:00, Thu|15:00-17:00, Fri|18:00-20:00",10,4,3,4,0.3711
